Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.18,Touchstone,Paperback,448,1999,1997,,2022/04/09,to-read,to-read (#536),to-read,,,,0,0
53133204,Love and Rage: The Path of Liberation through Anger,Lama Rod Owens,"Owens, Lama Rod",,"=""1623174104""","=""9781623174101""",0,4.38,North Atlantic Books,Kindle Edition,256,2020,,,2022/04/01,to-read,to-read (#535),to-read,,,,0,0
55836847,The Web of Meaning: Integrating Science and Traditional Wisdom to Find our Place in the Universe,Jeremy Lent,"Lent, Jeremy",,"=""0865719543""","=""9780865719545""",0,4.25,New Society Publishers,Hardcover,528,2021,2021,,2022/04/12,to-read,to-read (#537),to-read,,,,0,0
57450905,The Utopians: Six Attempts to Build the Perfect Society,Anna Neima,"Neima, Anna",,"=""1529023076""","=""9781529023077""",0,3.76,Picador ,Hardcover,320,2021,,,2022/03/01,to-read,to-read (#533),to-read,,,,0,0
58065802,Otherlands: A Journey Through Earth's Extinct Worlds,Thomas Halliday,"Halliday, Thomas",,"=""0593132882""","=""9780593132883""",0,4.11,Random House,Hardcover,385,2022,2022,,2022/03/21,to-read,to-read (#534),to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2021/12/04,to-read,to-read (#530),to-read,,,,0,0
6957758,Confession of a Buddhist Atheist,Stephen Batchelor,"Batchelor, Stephen",,"=""0385527063""","=""9780385527064""",0,3.91,Spiegel & Grau,Hardcover,320,2010,2010,,2021/12/20,to-read,to-read (#531),to-read,,,,0,0
31670587,Patterning Instinct: A Cultural History of Humanity's Search for Meaning,Jeremy Lent,"Lent, Jeremy",Fritjof Capra,"=""1633882934""","=""9781633882935""",0,4.27,Prometheus,Hardcover,576,2017,2017,,2022/02/22,to-read,to-read (#532),to-read,,,,0,0
28863170,Designing Regenerative Cultures,Daniel Christian Wahl,"Wahl, Daniel Christian",,"=""1909470775""","=""9781909470774""",0,4.23,Triarchy Press Ltd,Paperback,288,2016,,,2021/01/31,to-read,to-read (#527),to-read,,,,0,0
43319562,"Prosocial: Using Evolutionary Science to Build Productive, Equitable, and Collaborative Groups",Paul W.B. Atkins,"Atkins, Paul W.B.","David Sloan Wilson, Steven C. Hayes","=""1684030242""","=""9781684030248""",0,4.18,Context Press,Paperback,272,2019,,,2021/05/26,to-read,to-read (#529),to-read,,,,0,0
51525845,From What Is to What If: Unleashing the Power of Imagination to Create the Future We Want,Rob Hopkins,"Hopkins, Rob",,"=""1603589058""","=""9781603589055""",0,4.32,Chelsea Green Publishing,Hardcover,228,2019,,,2021/04/20,to-read,to-read (#528),to-read,,,,0,0
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.05,Vintage,Paperback,563,2011,2005,,2020/10/13,to-read,to-read (#525),to-read,,,,0,0
18540131,Dispelling Wetiko,Paul  Levy,"Levy, Paul",,"=""1299568173""","=""9781299568174""",0,4.25,North Atlantic Books,ebook,,2014,2011,,2020/10/20,to-read,to-read (#526),to-read,,,,0,0
900305,Quantum Mind: The Edge Between Physics and Psychology,Arnold Mindell,"Mindell, Arnold",,"=""1887078649""","=""9781887078641""",0,3.99,Lao Tse Press,Paperback,629,2000,2000,,2020/01/30,to-read,to-read (#524),to-read,,,,0,0
1145867,Sitting in the Fire: Large Group Transformation Using Conflict and Diversity,Arnold Mindell,"Mindell, Arnold",,"=""1887078002""","=""9781887078009""",0,4.34,Lao Tse Press,Paperback,272,1995,1995,,2020/01/30,to-read,to-read (#523),to-read,,,,0,0
28250803,If Women Rose Rooted: The Power of the Celtic Woman,Sharon Blackie,"Blackie, Sharon",,"=""1910463256""","=""9781910463253""",0,4.26,September Publishing,Paperback,400,2016,2016,,2020/01/16,to-read,to-read (#522),to-read,,,,0,0
567853,Urban Tantra: Sacred Sex for the Twenty-First Century,Barbara Carrellas,"Carrellas, Barbara",Annie Sprinkle,"=""1587612909""","=""9781587612909""",0,3.98,Celestial Arts,Paperback,304,2007,2005,,2019/05/13,to-read,to-read (#520),to-read,,,,0,0
900304,"The Shaman's Body: A New Shamanism for Transforming Health, Relationships, and the Community",Arnold Mindell,"Mindell, Arnold",,"=""0062506552""","=""9780062506559""",0,4.09,HarperOne,Paperback,256,1993,1993,,2019/04/24,to-read,to-read (#519),to-read,,,,0,0
1309025,"Dreaming the Eagle (Boudica, #1)",Manda Scott,"Scott, Manda",,"=""0385336705""","=""9780385336703""",0,4.07,Dell,Hardcover,465,2003,2003,,2019/09/23,to-read,to-read (#521),to-read,,,,0,0
8811720,ProcessMind: A User's Guide to Connecting with the Mind of God,Arnold Mindell,"Mindell, Arnold",,"=""0835608867""","=""9780835608862""",0,4.44,Quest Books,Paperback,320,2010,2010,,2018/07/13,to-read,to-read (#517),to-read,,,,0,0
40411099,The Human Planet: How We Created the Anthropocene (Pelican Books),Simon L. Lewis,"Lewis, Simon L.",Mark Maslin,"=""0241280907""","=""9780241280904""",0,4.27,Pelican,Kindle Edition,443,2018,2018,,2019/03/27,to-read,to-read (#518),to-read,,,,0,0
6968772,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""030014878X""","=""9780300148787""",0,4.35,Yale University Press,Hardcover,608,2009,2009,,2018/04/10,to-read,to-read (#516),to-read,,,,0,0
239395,Mycelium Running: How Mushrooms Can Help Save the World,Paul Stamets,"Stamets, Paul",,"=""1580085792""","=""9781580085793""",0,4.41,Ten Speed Press,Paperback,356,2005,2005,,2020/06/27,plant-medicine,plant-medicine (#15),plant-medicine,,,,0,0
42201782,"Fantastic Fungi: How Mushrooms Can Heal, Shift Consciousness, and Save the Planet",Paul Stamets,"Stamets, Paul","Louie Schwartzberg, Eugenia Bone, Suzanne Simard, Roland Griffiths, Jay Harman, William Richards, Andrew Weil, Michael Pollan","=""1683837045""","=""9781683837046""",0,4.39,Earth Aware Editions,Hardcover,184,2019,2019,,2021/10/15,plant-medicine,plant-medicine (#14),plant-medicine,,,,0,0
415953,Psilocybin Mushrooms of the World: An Identification Guide,Paul Stamets,"Stamets, Paul",Andrew Weil,"=""0898158397""","=""9780898158397""",0,4.49,Ten Speed Press,Paperback,245,1996,1996,,2021/10/15,plant-medicine,plant-medicine (#13),plant-medicine,,,,0,0
53622,Growing Gourmet and Medicinal Mushrooms,Paul Stamets,"Stamets, Paul",,"=""1580081754""","=""9781580081757""",0,4.52,Ten Speed Press,Paperback,574,2000,1993,,2021/10/15,plant-medicine,plant-medicine (#12),plant-medicine,,,,0,0
19179789,Mushrooms,Roger Phillips,"Phillips, Roger",,"=""1447264029""","=""9781447264026""",0,4.62,Macmillan,Kindle Edition,388,2013,2006,,2019/11/18,plant-medicine,plant-medicine (#11),plant-medicine,,,,0,0
27886701,Dark Ecology: For a Logic of Future Coexistence (The Wellek Library Lectures),Timothy Morton,"Morton, Timothy",,"=""0231177526""","=""9780231177528""",0,3.67,Columbia University Press,Hardcover,208,2016,2016,,2024/09/17,to-read,to-read (#515),to-read,,,,0,0
55165547,"A Cyborg Manifesto: Science, Technology, and Socialist-Feminism in the Late Twentieth Century",Donna J. Haraway,"Haraway, Donna J.",,"=""""","=""""",3,3.88,,Unknown Binding,84,,1985,2024/09/15,2024/09/06,,,read,,,,1,0
28128330,#ACCELERATE: Manifesto for an Accelerationist Politics,Alex    Williams,"Williams, Alex",Nick Srnicek,"=""""","=""""",4,3.34,Critical Legal Thinking,Paperback,8,2013,,2024/09/15,2024/09/15,,,read,,,,1,0
28927365,Radical Mycology: A Treatise On Seeing & Working With Fungi,Peter McCoy,"McCoy, Peter",,"=""0986399604""","=""9780986399602""",0,4.75,Chthaeus Press,Paperback,672,2016,,,2020/06/27,plant-medicine,plant-medicine (#10),plant-medicine,,,,0,0
6407599,Leverage Points: Places to Intervene in a System,Donella H. Meadows,"Meadows, Donella H.",,"=""""","=""""",5,4.68,The Sustainability Institute,pdf,21,1999,1999,2023/11/08,2023/01/18,,,read,,,,1,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,4.16,Random House,Hardcover,528,2024,2024,,2024/09/12,to-read,to-read (#514),to-read,,,,0,0
55187279,Holding Change: The Way of Emergent Strategy Facilitation and Mediation (Emergent Strategy Series Book 4),Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849354197""","=""9781849354196""",5,4.51,AK Press,Kindle Edition,227,2021,2021,2023/01/05,2022/09/21,,,read,,,,1,0
198678736,"Co-Intelligence: The Definitive, Bestselling Guide to Living and Working with AI",Ethan Mollick,"Mollick, Ethan",,"=""075356078X""","=""9780753560785""",5,3.95,Virgin Digital,Kindle Edition,243,2024,2024,2024/09/07,2024/06/20,,,read,,,,1,0
50358530,Every Life is on Fire: How Thermodynamics Explains the Origins of Living Things,Jeremy England,"England, Jeremy",,"=""1541699017""","=""9781541699014""",0,3.23,Basic Books,Hardcover,272,2020,2020,,2024/09/06,to-read,to-read (#513),to-read,,,,0,0
13589153,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,"Kurzweil, Ray",,"=""0670025291""","=""9780670025299""",0,3.96,Viking,Hardcover,336,2012,2012,,2024/09/06,to-read,to-read (#512),to-read,,,,0,0
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.87,Ace,Mass Market Paperback,415,2006,2005,,2024/09/06,to-read,to-read (#511),to-read,,,,0,0
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,"=""0143037889""","=""9780143037880""",0,3.93,Penguin ,Paperback,652,2006,2005,,2024/09/06,to-read,to-read (#510),to-read,,,,0,0
45024007,The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,"Kurzweil, Ray",,"=""0399562761""","=""9780399562761""",0,3.89,Viking,Hardcover,432,2024,2024,,2024/09/06,to-read,to-read (#509),to-read,,,,0,0
6447374,The Coming Insurrection,The Invisible Committee,"Committee, The Invisible",Comité Invisible,"=""1584350806""","=""9781584350804""",0,3.80,Semiotext(e),Paperback,136,2009,2007,,2024/09/06,to-read,to-read (#508),to-read,,,,0,0
163530,The Whale and the Reactor: A Search for Limits in an Age of High Technology,Langdon Winner,"Winner, Langdon",,"=""0226902110""","=""9780226902111""",0,4.09,University of Chicago Press,Paperback,200,1989,1986,,2024/09/06,to-read,to-read (#507),to-read,,,,0,0
39403470,The People Vs Tech: How the Internet Is Killing Democracy (and How We Save It),Jamie Bartlett,"Bartlett, Jamie",,"=""147355912X""","=""9781473559127""",0,3.90,Ebury Digital,Kindle Edition,146,2018,2018,,2024/09/06,to-read,to-read (#506),to-read,,,,0,0
13587160,"To Save Everything, Click Here: The Folly of Technological Solutionism",Evgeny Morozov,"Morozov, Evgeny",,"=""1610391381""","=""9781610391382""",0,3.67,PublicAffairs,Hardcover,415,2013,2013,,2024/09/06,to-read,to-read (#505),to-read,,,,0,0
10003400,The Net Delusion: The Dark Side of Internet Freedom,Evgeny Morozov,"Morozov, Evgeny",,"=""1586488759""","=""9781586488758""",0,3.68,PublicAffairs,Kindle Edition,432,2011,2010,,2024/09/06,to-read,to-read (#504),to-read,,,,0,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",0,3.87,Crown,Hardcover,259,2016,2016,,2024/09/06,to-read,to-read (#503),to-read,,,,0,0
40909439,Zucked: Waking Up to the Facebook Catastrophe,Roger McNamee,"McNamee, Roger",,"=""0525561358""","=""9780525561354""",0,3.70,Penguin Press,Hardcover,336,2019,2019,,2024/09/06,to-read,to-read (#502),to-read,,,,0,0
32999998,Platform Capitalism,Nick Srnicek,"Srnicek, Nick",,"=""""","=""""",0,3.92,Polity,Paperback,171,2016,2016,,2024/09/06,to-read,to-read (#501),to-read,,,,0,0
59173002,"The Internet Is Not What You Think It Is: A History, a Philosophy, a Warning",Justin E.H. Smith,"Smith, Justin E.H.",,"=""0691229686""","=""9780691229683""",0,3.21,Princeton University Press,Kindle Edition,208,2022,2022,,2024/09/06,to-read,to-read (#500),to-read,,,,0,0
150779002,Imagination: A Manifesto,Ruha Benjamin,"Benjamin, Ruha",,"=""1324020970""","=""9781324020974""",0,4.19,W. W. Norton & Company,Hardcover,192,2024,,,2024/09/06,to-read,to-read (#499),to-read,,,,0,0
42527493,Race After Technology: Abolitionist Tools for the New Jim Code,Ruha Benjamin,"Benjamin, Ruha",,"=""1509526439""","=""9781509526437""",0,4.26,Polity,Kindle Edition,258,2019,2019,,2024/09/06,to-read,to-read (#498),to-read,,,,0,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.05,PublicAffairs,Hardcover,691,2019,2018,,2024/09/06,to-read,to-read (#497),to-read,,,,0,0
36696533,New Dark Age: Technology and the End of the Future,James Bridle,"Bridle, James",,"=""178663550X""","=""9781786635501""",0,4.03,Verso,Kindle Edition,357,2018,2018,,2024/09/06,to-read,to-read (#496),to-read,,,,0,0
24612127,Reclaiming Conversation: The Power of Talk in a Digital Age,Sherry Turkle,"Turkle, Sherry",,"=""1594205558""","=""9781594205552""",0,3.80,Penguin Press,Hardcover,448,2015,2015,,2024/09/06,to-read,to-read (#494),to-read,,,,0,0
54072907,The Empathy Diaries: A Memoir,Sherry Turkle,"Turkle, Sherry",,"=""0525560092""","=""9780525560098""",0,3.95,Penguin Press,Hardcover,384,2021,2021,,2024/09/06,to-read,to-read (#495),to-read,,,,0,0
8694125,Alone Together: Why We Expect More from Technology and Less from Each Other,Sherry Turkle,"Turkle, Sherry",,"=""0465010210""","=""9780465010219""",0,3.62,Basic Books,Hardcover,360,2011,2011,,2024/09/06,to-read,to-read (#493),to-read,,,,0,0
924075,I Seem to Be a Verb,R. Buckminster Fuller,"Fuller, R. Buckminster","Jerome Agel, Quentin Fiore","=""1127231537""","=""9781127231539""",0,4.29,Bantam,Paperback,192,1970,1970,,2024/09/06,to-read,to-read (#492),to-read,,,,0,0
285349,Grunch of Giants,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""0974060518""","=""9780974060514""",0,3.90,Critical Path Pub,Paperback,128,2004,1983,,2024/09/06,to-read,to-read (#491),to-read,,,,0,0
285356,Synergetics: Explorations in the Geometry of Thinking,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""0020653204""","=""9780020653202""",0,4.31,Macmillan Publsihing Company,Paperback,876,1982,1975,,2024/09/06,to-read,to-read (#490),to-read,,,,0,0
190038,Critical Path,R. Buckminster Fuller,"Fuller, R. Buckminster",Kiyoshi Kuromiya,"=""0312174918""","=""9780312174910""",0,4.22,St. Martin's Griffin,Paperback,471,1982,1981,,2024/09/06,to-read,to-read (#489),to-read,,,,0,0
316362,Operating Manual for Spaceship Earth,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""089190235X""","=""9780891902355""",0,4.06,Amereon Limited,Hardcover,128,1998,1969,,2024/09/06,to-read,to-read (#488),to-read,,,,0,0
134567,Reassembling the Social: An Introduction to Actor-Network-Theory,Bruno Latour,"Latour, Bruno",,"=""0199256047""","=""9780199256044""",0,3.98,Oxford University Press,Hardcover,301,2005,2005,,2024/09/06,to-read,to-read (#487),to-read,,,,0,0
40004260,Down to Earth: Politics in the New Climatic Regime,Bruno Latour,"Latour, Bruno",,"=""1509530576""","=""9781509530571""",0,3.75,Polity,Paperback,140,2018,2017,,2024/09/06,to-read,to-read (#486),to-read,,,,0,0
134569,We Have Never Been Modern,Bruno Latour,"Latour, Bruno",,"=""0674948394""","=""9780674948396""",0,3.91,Harvard University Press,Paperback,168,1993,1991,,2024/09/06,to-read,to-read (#485),to-read,,,,0,0
49336396,The Terraforming,Benjamin H. Bratton,"Bratton, Benjamin H.",,"=""590716302X""","=""9785907163027""",0,3.94,Strelka Press,Kindle Edition,110,2019,2019,,2024/09/06,to-read,to-read (#484),to-read,,,,0,0
26263179,The Stack: On Software and Sovereignty (Software Studies),Benjamin H. Bratton,"Bratton, Benjamin H.",,"=""026202957X""","=""9780262029575""",0,3.93,The MIT Press,Hardcover,528,2016,2015,,2024/09/06,to-read,to-read (#483),to-read,,,,0,0
57877920,The Revenge of the Real: Politics for a Post-pandemic World,Benjamin H. Bratton,"Bratton, Benjamin H.",,"=""183976256X""","=""9781839762567""",0,3.37,Verso,Hardcover,176,2021,2021,,2024/09/06,to-read,to-read (#482),to-read,,,,0,0
15811513,Present Shock: When Everything Happens Now,Douglas Rushkoff,"Rushkoff, Douglas",,"=""1591844762""","=""9781591844761""",0,3.65,Current,Hardcover,296,2013,2013,,2024/09/06,to-read,to-read (#481),to-read,,,,0,0
9408311,Program or Be Programmed: Ten Commands for a Digital Age,Douglas Rushkoff,"Rushkoff, Douglas",,"=""""","=""""",0,3.72,OR Books,Paperback,152,2010,2010,,2024/09/06,to-read,to-read (#480),to-read,,,,0,0
17802065,Hyperobjects: Philosophy and Ecology after the End of the World,Timothy Morton,"Morton, Timothy",,"=""0816689237""","=""9780816689231""",0,3.77,University of Minnesota Press,Paperback,240,2013,2013,,2024/09/06,to-read,to-read (#479),to-read,,,,0,0
25955,The Medium is the Massage,Marshall McLuhan,"McLuhan, Marshall","Quentin Fiore, Shepard Fairey","=""1584230703""","=""9781584230700""",0,3.98,Gingko Press,Paperback,160,2001,1967,,2024/09/06,to-read,to-read (#478),to-read,,,,0,0
243725,"Out of Control: The New Biology of Machines, Social Systems, and the Economic World",Kevin Kelly,"Kelly, Kevin",,"=""0201483408""","=""9780201483406""",0,4.23,Basic Books,Paperback,528,1995,1992,,2024/09/06,to-read,to-read (#477),to-read,,,,0,0
62313346,Excellent Advice for Living: Wisdom I Wish I'd Known Earlier,Kevin Kelly,"Kelly, Kevin",,"=""0593654528""","=""9780593654521""",0,4.21,Viking,Hardcover,224,2023,,,2024/09/06,to-read,to-read (#476),to-read,,,,0,0
7954936,What Technology Wants,Kevin Kelly,"Kelly, Kevin",,"=""0670022152""","=""9780670022151""",0,3.74,Viking,Hardcover,416,2010,2010,,2024/09/06,to-read,to-read (#475),to-read,,,,0,0
25997755,Calm Technology: Designing for Billions of Devices and the Internet of Things,Amber Case,"Case, Amber",,"=""1491925884""","=""9781491925881""",0,3.75,O'Reilly Media,Paperback,148,2016,2016,,2024/09/06,to-read,to-read (#474),to-read,,,,0,0
212115783,UNUM: AI — God or Servant?,Fredrik Forss,"Forss, Fredrik",,"=""9152797368""","=""9789152797365""",4,4.00,MioNoé Publishing,Kindle Edition,208,2024,,2024/09/01,2024/08/28,,,read,,,,1,0
19318541,Tools for Conviviality,Ivan Illich,"Illich, Ivan",,"=""""","=""""",5,3.99,Marion Boyars,Kindle Edition,145,1973,1973,2024/08/29,2024/08/16,,,read,,,,1,0
211810531,⿻ 數位 Plurality: The Future of Collaborative Technology and Democracy,E. Glen Weyl,"Weyl, E. Glen","E. Glen Weyl, Audrey Tang","=""""","=""9798321247181""",0,3.56,Independently published,Paperback,584,2024,,,2024/08/29,to-read,to-read (#473),to-read,,,,0,0
550165,Ecotopia,Ernest Callenbach,"Callenbach, Ernest",,"=""0553348477""","=""9780553348477""",0,3.59,Bantam,Paperback,181,1990,1975,,2024/08/29,to-read,to-read (#472),to-read,,,,0,0
59133062,"Impact Networks: Create Connection, Spark Collaboration, and Catalyze Systemic Change",David Ehrlichman,"Ehrlichman, David",,"=""1523091703""","=""9781523091706""",5,4.13,Berrett-Koehler Publishers,Kindle Edition,265,2023,,2024/08/24,2023/02/07,,,read,,,,1,0
